Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
Alpha Dog,2006,R,12 Jan 2007,122 min,"1999, Claremont, California. Middle-class kids, in their 20s, talk trash, wave guns, hang out in a pack. Johnny Truelove, drug dealer and son of a underworld figure, threatens Jake Mazursky, an explosive head case who owes Johnny money; Jake responds by breaking into Johnny's house. On impulse, Johnny and a couple pals kidnap Jake's 15-year-old brother, Zach. Zach's okay with it, figuring his brother will pay the debt soon. Johnny assigns his buddy Frankie to be Zach's minder, and they develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control. Group think, amorality, and fear of prison assert a hold on the pack. Is Zach in danger?",https://m.media-amazon.com/images/M/MV5BMjExODMyNzQzMl5BMl5BanBnXkFtZTYwNzMwNTg3._V1_SX300.jpg,53,6.9,"109,098",tt0426883,"$15,309,602"
Suburban Girl,2007,PG-13,19 Oct 2007,97 min,"Brett, a young woman from the suburbs, is an associate editor at a small New York publishing house hoping for a promotion. One day, she first meets literary lion Archie Knox, who's 50 and shows interest in her; then gets a new boss, a dolly-dolly Brit. Brett is soon dating Archie, then moves in with him. He's charming, attentive, and gives advice. He also has a history--ex-wives, a distant daughter, a couple of diseases, and a photo album of former girlfriends. It's no fairy tale: family issues (and more) intervene, and Brett faces decisions. Meanwhile, she's working with a writer who fears peanut butter sticking to the roof of his mouth. Is Archie dinner, an hors d'oeuvre, or a peanut-butter sandwich?",https://m.media-amazon.com/images/M/MV5BMjE0ODYwOTQ5Nl5BMl5BanBnXkFtZTcwNjIxMDA2MQ@@._V1_SX300.jpg,N/A,5.4,"7,829",tt0428579,N/A
The Mountain Tiger,1965,N/A,27 Apr 1965,110 min,N/A,https://m.media-amazon.com/images/M/MV5BM2U4Mjg4MjUtMzgxOC00ODEzLTlmMzQtMjdjNWUzYzM3MmJkXkEyXkFqcGdeQXVyMTY4MTc4NA@@._V1_SX300.jpg,N/A,6.5,14,tt0429626,N/A
P.S. I Love You,2007,PG-13,21 Dec 2007,126 min,"Holly Kennedy is beautiful, smart and married to the love of her life - a passionate, funny, and impetuous Irishman named Gerry. So when Gerry's life is taken by an illness, it takes the life out of Holly. The only one who can help her is the person who is no longer there. Nobody knows Holly better than Gerry. So it's a good thing he planned ahead. Before he died, Gerry wrote Holly a series of letters that will guide her, not only through her grief, but in rediscovering herself. The first message arrives on Holly's 30th birthday in the form of a cake, and to her utter shock, a tape recording from Gerry, who proceeds to tell her to get out and ""celebrate herself"". In the weeks and months that follow, more letters from Gerry are delivered in surprising ways, each sending her on a new adventure and each signing off in the same way; P.S. I Love You. Holly's mother and best friends begin to worry that Gerry's letters are keeping Holly tied to the past, but in fact, each letter is pushing her further into a new future. With Gerry's words as her guide, Holly embarks on a journey of rediscovery in a story about marriage, friendship and how a love so strong can turn the finality of death into a new beginning for life.",https://m.media-amazon.com/images/M/MV5BNTg2MDg4MjI5NV5BMl5BanBnXkFtZTcwMzQ0MDczMw@@._V1_SX300.jpg,39,7.0,"220,957",tt0431308,"$53,706,790"
Azumi 2: Death or Love,2005,Not Rated,12 Mar 2005,108 min,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",https://m.media-amazon.com/images/M/MV5BODdhODk2ZGUtZmU1Zi00ODRmLWEzM2UtMTZmMjFmN2VkMjM5XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.2,"5,759",tt0431641,N/A
Factory Girl,2006,R,16 Feb 2007,90 min,"A beautiful, wealthy young party girl drops out of Radcliffe in 1965 and heads to New York to become Holly Golightly. When she meets a hungry young artist named Andy Warhol, he promises to make her the star she always wanted to be. And like a super nova she explodes on the New York scene only to find herself slowly lose grip on reality...",https://m.media-amazon.com/images/M/MV5BNWEzN2Y1OWItMzc0MS00NDA0LTgxMzYtMTZmMjhiMGRkZjAxXkEyXkFqcGc@._V1_SX300.jpg,45,6.3,"22,519",tt0432402,"$1,675,241"
Dark Remains,2005,R,01 Oct 2005,91 min,"When the daughter Emma of the technical writer Allen Pyke and the photographer Julie is found slashed in the throat and wrists in their locked apartment, the couple decides to move to an isolated cabin in the mountains in Kingspike. Julie is very depressed and blames Allen for the death of Emma. Once in the new home, Julie sees the spirit of Emma in a photo she took in a nearby abandoned prison and she becomes obsessed shooting pictures of poltergeists. Allen is advised to move from the place by the local Jim Payne, and on May 21st, Allen finds that the former dwellers of the cabin have committed suicide, and he investigates the death in the spot and finds that many people died around May 22nd. He decides to move with Julie to a hotel, but she does not want to give up on Emma.",https://m.media-amazon.com/images/M/MV5BMTIwMzQ1MTYwMl5BMl5BanBnXkFtZTcwMTQwNjIzMQ@@._V1_SX300.jpg,N/A,4.8,"1,432",tt0433360,N/A
Dark Ride,2006,R,20 Oct 2006,94 min,"Ten years after he brutally murdered two girls, a killer escapes from a mental institution and returns to his turf, the theme park attraction called Dark Ride. About to crash his path are a group of college kids on a road trip who stumble across the park.",https://m.media-amazon.com/images/M/MV5BMzUxZTJmM2YtYjk5Mi00ODlmLWI2MzktZThmMGJmYjQ0ZTljXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.6,"6,866",tt0433963,"$321,875"
The Late Late Show with Craig Ferguson,2005–2015,TV-14,03 Jan 2005,2 min,"Making a satire out of the entire Late Night Show concept Scotsman Craig Ferguson hosts his show with a robot skeleton and a ""horse"" as his sidekicks. The show features the stereotypical parts of a Late Show, but all in their own, raw way.",https://m.media-amazon.com/images/M/MV5BMTcyMjIwNzM0Ml5BMl5BanBnXkFtZTcwNDAxNjgwNA@@._V1_SX300.jpg,N/A,8.4,"11,590",tt0437729,
Tiger Mask II,1981–1982,N/A,20 Apr 1981,23 min,"Nine years have passed since the end of the first series. Young Tatsuo Aku, an orphan residing at Ruriko Wakatsuki's Chibikko House and a big fan of the first Tiger Mask, when he learns of Naoto Date's death in a car accident, decides to become a pro-wrestler. Start studying martial arts to become the new tiger mask",https://m.media-amazon.com/images/M/MV5BMTcwNWY1ZjEtYTgwNy00OTYxLTk5YmUtMjYxZDA2NGRkYjE5XkEyXkFqcGdeQXVyMzkzODQwMA@@._V1_SX300.jpg,N/A,7.6,685,tt0441834,
The Girl in the Café,2005,TV-14,25 Jun 2005,94 min,"Lawrence is a reserved civil servant who has worked for the British government for years. When he meets the much younger Gina in a café, he is immediately smitten. Feeling uncharacteristically impetuous, Lawrence invites her to join him on a business trip to Reykjavik for the G-8 summit. Gina, not one to hold her thoughts back, surprises Lawrence with her blunt political opinions, and he must balance his affection for her with the propriety of his position.",https://m.media-amazon.com/images/M/MV5BMTJmM2IyNGQtYjU0ZS00YTQ3LTg0Y2MtYTQxOGJhNGNlNjVkXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.4,"8,794",tt0443518,N/A
Tiger in the Arms,2003,N/A,24 Aug 2003,16 min,"Tiger In The Arms is a comedic look at one man's attempt to win his Mother's approval. His brother is graduating from the seminary. Adam Cuthbert reluctantly agrees to drive his parents to the ceremony. But, on a journey with more strippers than saints, he learns that even the road to heaven can be a road trip from hell.",N/A,N/A,8.5,10,tt0445094,N/A
The Tiger and the Widow,1981,N/A,N/A,86 min,"The team at full steam in this Shaw Brothers 'scope costume drama centering on salt pirates violating the royal monopoly, with appropriate historical background about the court needing to pay off the reparations due at the end of the war with Japan and forming an enforcement police.The leads are well show cased, with a demure Tanny getting possibly her most elegant outing. One of the nearest to a sustained narrative among director Li Han-hsiang's films, the costumes and decor are the dominant element as usual, with wine jars, red candles, silk kimona and the salt treatment set built in the studio.",https://m.media-amazon.com/images/M/MV5BNDZiMDIzYWQtMTdiNS00ZmQwLWJjMjYtNzdmMjFiNTBiMTY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.1,43,tt0445840,N/A
Lucky: No Time for Love,2005,Not Rated,08 Apr 2005,180 min,"Mr. Sekhri is the Indian Ambassador in Russia, and his Chief Assistant is Mr. Negi. Sekhri is widowed with a son named Aditya, while Negi is married and has brought his wife, Anjali, and two daughters, Lucky and Dhara, with him to Russia. One day while going to school, Lucky's bicycle has a flat tire, and she ends up being molested by a young Russian. She manages to escape and hide in a parked car, and the molester is chased away by the car's owner - who is none other than Aditya. Unaware of his ""cargo"", Aditya drives the car to meet his father, until he is stopped at a check-post. That's when he finds out that Lucky is on board. Then terrorists strike out with bombs and guns, and chaos breaks lose, the telephone lines are down, and there is no electricity. Aditya and Lucky manage to escape and hide in an isolated graveyard. Meanwhile, Sekhri and Negi recruit a private investigator, retired Colonel Pindi Das Kapoor, to locate their children, which he agrees to do so. Before he can locate them, Aditya finds out that Lucky has consumed contaminated water, is poisoned, and with communications down - looks like Lucky's luck has finally run out.",https://m.media-amazon.com/images/M/MV5BNTJiYmQ2N2QtZjFmZi00Y2ZjLWI4NDQtYzdmYmRkY2FiMDFjXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.6,"3,897",tt0449306,"$453,507"
Dark Harvest II: The Maize,2004,R,13 Oct 2004,100 min,A father's psychic abilities are put to the test when his two daughters are trapped inside of a corn maze haunted by the spirits of two young girls who disappeared a year earlier.,https://m.media-amazon.com/images/M/MV5BMTgyNDUzNTQxOV5BMl5BanBnXkFtZTcwNjI1ODgyMQ@@._V1_SX300.jpg,N/A,1.6,"2,748",tt0451109,N/A
Death Race,2008,R,22 Aug 2008,105 min,"In 2012, amid economic chaos and high unemployment, Americans watch by the millions as criminals with life sentences race armored cars on Terminal Island. Two-thirds of the combatants die but the winner may earn his freedom. On the day he loses his job, steelworker Jensen Ames is arrested for his wife's murder. Sent to Terminal Island, he's offered an out by the steely and manipulative Warden Hennessey - race as the popular mask-wearing (but now dead) champion, Frankenstein, or rot in prison. Jensen makes the bargain. As the three-stage race approaches, he realizes that the whole thing may be a set up - can an anonymous man behind a mask get revenge and win his release?",https://m.media-amazon.com/images/M/MV5BZjdlNmJjM2ItYjkwOS00NDMxLWFjM2QtNzcyZjJkYzEzYzQ5XkEyXkFqcGc@._V1_SX300.jpg,43,6.4,"222,372",tt0452608,"$36,316,032"
Love and Other Disasters,2006,R,25 Apr 2007,90 min,"Emily Jackson lives a fast-paced life. Always on the go, able to talk around the clock, with a sensitive soul she loves playing matchmaker for her friends. It's Emily's gay roommate and frequent companion Peter, who becomes again the subject matchmaking skills when handsome new photographer assistant Paolo arrives at the Vogue offices, where Emily works. She makes it her mission to bring the two men together. Unfortunately for her, she is so busy arranging a love connection between Peter and Paolo that she remains completely blind to the one suitor who longs to provide her with the loving companionship that she so cheerfully arranges for others. And so it does make sense that Peter, a screenwriter in the making, starts telling the story from his own point of view.",https://m.media-amazon.com/images/M/MV5BMWI4MTljYmQtNzI2Zi00YTFmLTkyMjctNzJkZDQzOTBiODg1XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.1,"14,862",tt0452643,N/A
Dark Blue Almost Black,2006,N/A,19 Oct 2007,105 min,"Jorge is a 25-year old janitor who is desperately searching for a better job. This undertaking is complicated by the fact that he takes care of his handicapped father who had a heart attack 7 years ago. Meanwhile, his jailed brother Antonio finds a girlfriend, Paula, who wants to get pregnant--then finds out he's infertile and asks Jorge to get Paula pregnant. While Jorge is considering this, his childhood sweetheart Natalia returns after several years. Meanwhile, Jorge's best friend Israel (nicknamed Sean) secretly photographs men visiting an erotic masseur to find out something unexpected.",https://m.media-amazon.com/images/M/MV5BMTU4NDc1NTcxN15BMl5BanBnXkFtZTcwNzEzMjU0MQ@@._V1_SX300.jpg,N/A,7.1,"8,691",tt0452971,"$6,646"
Chocolate: Deep Dark Secrets,2005,N/A,22 May 2005,160 min,Five Indians living in London find themselves thrown together when two of them are implicated for a bomb blast. An Indian lawyer enters the scene to bail them out of their predicament.,https://m.media-amazon.com/images/M/MV5BNmNmOTEyYWYtZGMzZS00ZTY4LWI5NmQtNmUxNTFkNDVlODI2XkEyXkFqcGc@._V1_SX300.jpg,N/A,4.8,"2,336",tt0454431,"$49,000"
Jaan-E-Mann: Let's Fall in Love... Again,2006,Not Rated,20 Oct 2006,165 min,Suhaan receives divorce notice from his wife Piya as he as failed to pay the alimony.Agasthya enters their doorstep searching for Piya he was in love with her during college days but couldn't express it. Suhaan tries to get Agasthya and Piya closer that he doesn't have to pay her alimony and monitors their every move.He rents a apartment opposite her house and uses telescopes and binoculars to monitor her.Suhaan notices that Piya has a baby girl.Piya was pregnant when she left him as she didn't want her and baby to ruin his film career.Suhaan realizes his mistake but its to late as Piya and Agasthya are set to get engaged.,https://m.media-amazon.com/images/M/MV5BZjVhMzNhZTEtMDRhMS00OTUyLTk1NDktYzUwN2U3ZWU0OGNhXkEyXkFqcGc@._V1_SX300.jpg,40,6.1,"9,309",tt0456481,"$650,000"
"Elefant, Tiger & Co.",2003–,N/A,01 Apr 2003,25 min,"This zoo documentary soap describes the everyday life of the animals and the work of the zookeepers in the Leipzig Zoological Garden, Germany.",https://m.media-amazon.com/images/M/MV5BZmIwOTQ3MDUtNDkyYy00NjZiLWJjN2YtNTEyNDFiNjI1MjY1XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,48,tt0456773,
The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger,1980,N/A,N/A,65 min,"Dr. Watson executes Sherlock Holmes' will, who faced death after exposing Moriarty and his gang in the previous episode.",https://m.media-amazon.com/images/M/MV5BYjFiMjI2MzQtMGY2OS00ODZlLWI1NzUtNTI2Y2JmMTJiYmYzXkEyXkFqcGdeQXVyMjM2Mzk0MDk@._V1_SX300.jpg,N/A,8.5,"1,748",tt0459945,N/A
In a Dark Place,2006,R,19 Jun 2007,95 min,"The disturbed arts teacher, Anna Veigh, is hired by Mr. Laing as a governess to raise Flora and her brother Miles. Anna believes that the ghosts of the former governess, Miss Jessel, and housekeeper, Peter Quint, are in the property haunting the children, and she decides to help them to face the spirits and get their souls free.",https://m.media-amazon.com/images/M/MV5BMTk4NTEwMTc2MV5BMl5BanBnXkFtZTcwNjc1Mjg0MQ@@._V1_SX300.jpg,N/A,4.3,"2,819",tt0460435,N/A
The Simpsons Movie,2007,PG-13,27 Jul 2007,87 min,"Homer adopts a pig who's run away from Krusty Burger after Krusty tried to have him slaughtered, naming the pig ""Spider Pig."" At the same time, the lake is protected after the audience sinks the barge Green Day is on with garbage after they mention the environment. Meanwhile, Spider Pig's waste has filled up a silo in just 2 days, apparently with Homer's help. Homer can't get to the dump quickly so dumps the silo in the lake, polluting it. Russ Cargill, the villainous boss of the EPA, gives Arnold Schwarzenegger, president of the USA, 5 options and forces him to choose 4 (which is, unfortunately, to destroy Springfield) and put a dome over Springfield to prevent evacuation. Homer, however, has escaped, along with his family. Can he stop the evil Cargill from annihilating his hometown, and his family, who have been forced to return to Springfield?",https://m.media-amazon.com/images/M/MV5BMzIxN2IzOGItOTcyZi00MTkzLWE4ZjktZTdlOWFiYWE4NzlmXkEyXkFqcGc@._V1_SX300.jpg,80,7.3,"355,903",tt0462538,"$183,135,014"
The Tiger Brigades,2006,Not Rated,12 Apr 2006,125 min,"In 1907, following a violent crime wave, French President Georges Clémenceau decides to create the first motorized police brigade, soon nicknamed the Tiger's brigades. One of the first missions assigned to chief inspector Paul Valentin and his daring men, inspectors Terrasson,Pujol and trainee inspector Achille Bianchi, is to neutralize Jules Bonnot and his ruthless gang of anarchists ...",https://m.media-amazon.com/images/M/MV5BM2UzMzI2ODMtMTU0Yi00MGIxLWFiNzItYjU5ODgxYjBjZmM0XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,"1,745",tt0462667,N/A
Date Movie,2006,PG-13,17 Feb 2006,83 min,"Julia Jones is unhappy. She's overweight, spends forever working at her fathers diner, and believes she will always be lonely. This is until she meets Grant Fockyerdoder. Before they can have their dream wedding, they must meet each others parents and survive the scheming Andy.",https://m.media-amazon.com/images/M/MV5BYzNjNThhNjUtMmQ3YS00YmQzLWJmMjktMWMyODMyMDc4ZmJkXkEyXkFqcGc@._V1_SX300.jpg,11,2.8,"62,885",tt0466342,"$48,548,426"
Kampf der Tiger,1988–,N/A,N/A,N/A,TV drama set in ice hockey environment,https://m.media-amazon.com/images/M/MV5BMDk3M2IxMGYtODQ0ZC00NDI3LTlkNTgtZWY4ZTU2MzdhZjRkXkEyXkFqcGc@._V1_SX300.jpg,N/A,8.0,16,tt0466408,
The Other Boleyn Girl,2008,PG-13,29 Feb 2008,115 min,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne (Natalie Portman) and Mary Boleyn (Scarlett Johansson), driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII (Eric Bana).",https://m.media-amazon.com/images/M/MV5BMTQ2NTg1Mjk1Ml5BMl5BanBnXkFtZTYwODI5Njk3._V1_SX300.jpg,50,6.7,"121,596",tt0467200,"$26,814,957"
Tiger Woods PGA Tour 2004,2004,N/A,N/A,N/A,N/A,N/A,N/A,6.3,34,tt0468558,N/A
The Dark Knight,2008,PG-13,18 Jul 2008,152 min,"Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,84,9.0,"2,974,670",tt0468569,"$534,987,076"
Love Is All,2007,N/A,11 Oct 2007,110 min,"LOVE IS ALL Klaasje has divorced Dennis, who cheated on her with a school teacher. Dennis would like her back, but when she moves in with a young lover it looks as if he has missed the boat. Meanwhile, Klaasje's best friend Simone is the pivot of her family. Her husband Ted often feels redundant and he does not have the guts to tell her that he has been laid off. Pool attendant Victor is looking forward to marrying the love of his life, Kees. But Kees has doubts and keeps his fears at bay during weekends spent 'larping' (Live Action Role Play). Victor's sister Kiki, a sales assistant at department store Bijenkorf, is dreaming of a prince on a white horse. But she is unaware of the fact that a real prince, Valentijn, is crazy about her. With the arrival of a mysterious Santa Claus, all these amorous ups and downs reach a climax, while the happy endings come closer too.",https://m.media-amazon.com/images/M/MV5BZjA5ZGM0ZTktOTcyNC00NTEyLWI3YjAtOTNhYmVlY2I3N2I5XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"8,129",tt0468644,N/A
Dark Country,2009,R,09 Oct 2009,88 min,A couple en route from Las Vegas are forced to deal with a body out in the desert making their honeymoon one hellish ride.,https://m.media-amazon.com/images/M/MV5BNDhmZjExNjYtZjc2Yi00NGY3LTkxZDktMzM5YjdlYjBkMzViXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,"4,927",tt0469318,N/A
Wristcutters: A Love Story,2006,R,02 Nov 2007,88 min,"Despondent over his breakup with Desiree, Zia slashes his wrists and goes to an afterlife peopled by suicides, a high-desert landscape dotted by old tires, burned-out cars, and abandoned sofas. He gets a job in a pizza joint. By chance, Zia learns that Desiree offed herself a few months after he did, and she's looking for him. He sets off with Eugene (an electrocuted Russian rocker) to find her, and they pick up a hitchhiker, Mikal, who's looking for the People in Charge, believing she's there by mistake. They're soon at the camp of Kneller, where casual miracles proliferate. They hear rumors of a miraculous king. Can Zia find Desiree? Then what? Where there's death there's hope.",https://m.media-amazon.com/images/M/MV5BZTQzY2ZlYzItY2M0Ny00YjIwLWJjYTQtNDEzNzJmNzE2MTc1XkEyXkFqcGc@._V1_SX300.jpg,62,7.2,"58,502",tt0477139,"$446,165"
Bengal Tiger,2001,Not Rated,N/A,121 min,"In caste and religion laden India there are some people who work together without any bias - they are underworld dons and gangster - and their prime motive is to amass as much money as possible. Rukavat Singh is one such gangster, who has two lieutenants - Sultan, and Vishwa Mohan. No one has dared to stand up against any of these three. Until Inspector Durga came along - but then she was brutally burned alive, and the case was handled as a ""suicide"" and the file was closed. Then came Inspector Vishal - he ended up being crippled and his wife brutally raped and killed in his presence. And now Inspector Prashant Verma has been assigned to this area. He is quite different from the other police officers, as he is easy-going, alcoholic, and quite capable of turning the nelson's eye on crime. And then suddenly Rukavat and his men start ending up dead. Will Prashant use his resources to find the culprit(s) or will be continue in his easy-going way?",https://m.media-amazon.com/images/M/MV5BOWQ3MmJmN2YtODRmMC00NTBhLWE2YmUtM2I5MzY2MzQ4N2Q2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTEwOTgzNzI@._V1_SX300.jpg,N/A,5.4,37,tt0477574,N/A
Glass Tiger 2,2006,N/A,19 Jan 2006,N/A,"In the sequel to the surprise hit Glass Tiger (2001), we witness the 6 losers again as they run amok around the roadside buffet, which again fails to make their dreams come true, but which serves as the basis and end station of numerous funny adventures.",N/A,N/A,6.9,"2,173",tt0481006,N/A
It's a Boy Girl Thing,2006,PG-13,26 Dec 2006,95 min,"The next door neighbors Nell Bedworth and Woody Deane have opposite behaviors and hate each other: the virgin geek Nell is polite, sensitive and well-prepared to go to Yale, while Woody is rude and his greatest expectation is to join a mediocre university due to his abilities playing football. When Nell and Woody are assigned to visit a museum together, they argue in front of a statue of an Aztec god. During the night, their souls swap bodies, bringing difficult situations to them. They first try to damage each other's reputation in high school, but soon they discover that their dream of joining college can only happen with mutual respect and support.",https://m.media-amazon.com/images/M/MV5BMjM0NzYwMDI4MF5BMl5BanBnXkFtZTgwOTU1OTkwMzE@._V1_SX300.jpg,N/A,6.2,"43,412",tt0482527,$848
Dragon Tiger Gate,2006,N/A,28 Jul 2006,94 min,Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.,https://m.media-amazon.com/images/M/MV5BY2EyOTQ3MjAtYzllZS00NDAwLWExOWUtNjI3NDk2MjFkY2MzXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.1,"7,231",tt0482930,N/A
The Tiger,2005,Not Rated,16 Dec 2005,152 min,"The movie begins with the death of Varma (Murali) a senior government official who was about to on the verge of making a major anti-corruption bust. The case is handed over to Chandrashekharan IPS (Suresh Gopi) who goes by the nickname of ""The Tiger"". A turning point comes in the movie when a TV journalist Suhara (Gopika) disappears along with her Cameraman. Chandrashekhar finds a link between both the cases and is out to catch the mysterious assassin who is responsible for the death of Varma.",https://m.media-amazon.com/images/M/MV5BNDY1MGVhMjYtZTI3ZS00MzY2LWE0MjUtMGNmZTc4MzJiMzY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,N/A,6.6,384,tt0483184,N/A
Love and Honor,2006,PG-13,02 Nov 2007,122 min,"Shinnojo, a low level samurai, lives with his pretty, dutiful and loyal wife Kayo. He has come to find his position in a castle as a food-taster for a feudal lord to be boring and pointless, and talks about opening a kendo school open to boys of all castes where he can teach the use of the sword. Before he can act on his dream he becomes ill with a fever after tasting some sashimi made from shell fish, but an investigation reveals that the poisoning was not due to a human conspiracy, but a poor choice of food out of season. After three days he awakes but finds that the toxin from the food has blinded him. Kayo is summoned by Shinnojo's family to explain how the couple will survive. His uncle laments that he no longer knows anybody with influence in the castle, and asks Kayo if she knows of anybody. She relates how Toya Shimada, the chief duty officer in the castle and a samurai of high rank, offered to help and they tell her to act upon his offer of assistance. A message from the castle brings the good news that Shinnojo's stipend of rice will remain the same, and for life but his aunt tells him that Kayo was seen with another man. He has Tohuhei, his faithful servant, follow her. Kayo notices that she is being followed, and although Tokuhei offers to cover for her, she reveals to Shinnojo that Shimada offered to help but with a price, shown when he forced himself upon her. He then solicited two additional trysts by threatening to tell Shinnojo about the first. An enraged Shinnojo divorces her and orders her out of his house. When it is revealed to him that Shimada had nothing to do with maintaining his stipend, but that it came out of gratitude from the lord of the clan himself, Shinnojo seeks to renew his skill with the sword as a blind man to avenge the dishonor of Kayo. Through Tokuhei he sends a message to Shimada to set up a duel, with the additional message to not underestimate him. The two samurai meet at the stables near the river to decide their destinies.",https://m.media-amazon.com/images/M/MV5BM2FmMGNiYjQtZThlYi00MGNlLWI0Y2EtZjkxNGE3NTljNTQ4XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.7,"4,367",tt0483578,"$60,910"
The Seeker: The Dark Is Rising,2007,PG,05 Oct 2007,99 min,"The film tells the story of Will Stanton, a young man who learns he is the last of a group of warriors who have dedicated their lives to fighting the forces of the Dark. Traveling back and forth through time, Will discovers a series of clues which lead him into a showdown with forces of unimaginable power. With the Dark once again rising, the future of the world rests in Will's hands.",https://m.media-amazon.com/images/M/MV5BMTI4ODI5MzEwM15BMl5BanBnXkFtZTYwMTg4Njk3._V1_SX300.jpg,38,4.8,"15,977",tt0484562,"$8,794,452"
Love in the Time of Cholera,2007,R,16 Nov 2007,139 min,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader. Ariza is persistent, writing her constantly, serenading, speaking poetically of love. Her father tries to keep them apart, and then, one day, she sees this love as an illusion. She's soon married to Urbino, a cultured physician, and for years, Ariza carries a torch, finding solace in the arms of women, loving none. After Urbino's fall, are Ariza's hopes delusional?",https://m.media-amazon.com/images/M/MV5BMTQ3OTE0OTM4N15BMl5BanBnXkFtZTcwNDg3OTI1MQ@@._V1_SX300.jpg,43,6.4,"24,360",tt0484740,"$4,607,608"
Dark Corners,2006,Not Rated,10 Oct 2006,92 min,"As Susan Hamilton sleeps, she dreams that she is another person in an alternative reality. As her greatest fears come to life, she is pursued by the notorious serial killer known as the Night Stalker.",https://m.media-amazon.com/images/M/MV5BYTkwMWIzMDgtYzJmNy00MTAzLTk2ZDAtYTczYjgwMWVlY2FiXkEyXkFqcGdeQXVyMDQzMDYzOQ@@._V1_SX300.jpg,N/A,4.9,"2,740",tt0485376,N/A
Dark Mirror,2007,Not Rated,27 Jul 2007,86 min,The housewife and aspirant photographer Deborah Martin is strangely attracted to a house and convinces her husband Jim to buy it. They move from Seattle with their son Ian and Deborah takes a photo of a mirror in the bathroom. She soon discovers that her neighbor is snooping on her family and a stranger is stalking her. She researches the house history and finds that it belonged to a painter who might have killed his wife.,https://m.media-amazon.com/images/M/MV5BMmQwOWFiMTYtMGMzNS00ZTA0LThiN2YtYjRhMGZiMDYzYTM5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,4.7,"1,526",tt0486651,N/A
All the Boys Love Mandy Lane,2006,R,06 Sep 2013,90 min,"SPOILER: The orphan Mandy Lane is a beautiful, virgin and pure teenager raised by her aunt, desired by her schoolmates and a close friend of the outcast Emmet. After the death of their high school mate in a pool party, Mandy befriends Chloe, Marlin, Red, Bird and Jake. Red invites the group for a weekend party in the isolated ranch of his family, with all the boys disputing who would succeed in having sex with Mandy Lane. They meet the henchman Garth that takes care of the ranch and he asks the group to go easy on the drugs and booze. In the middle of the night, a stranger wearing a hood attacks Marlin in the barn; when Jake seeks her out, he faces the killer, beginning a night of bloodshed and terror.",https://m.media-amazon.com/images/M/MV5BMzM0MjU1MzUzMF5BMl5BanBnXkFtZTcwMjcwNDQyOQ@@._V1_SX300.jpg,44,5.5,"35,326",tt0490076,N/A
